,vendor,date_min,date_max, date_evo_min, date_evo_max,exact_Evo,exact_SR,exact_c9,hamming_SR,hamming_evo,hamming_c9,three_mkt,h_three_mkt,two_mkt,h_two_mkt,all_mkt,h_all_mkt,ag_and_dead_market,ag_and_evo_market,h_ag_only
243,5starhigh,2014-05-24,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
244,undergroundkings,2014-12-03,2015-07-07,,,,,,0,1,0,,0,,1,,0,0,1,0
245,hashishin,2014-06-01,2015-07-07, 2014-06-22, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
246,chemicalbrothers,2014-02-23,2015-07-07, 2014-06-09, 2014-07-08,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
247,oz-store,2014-09-15,2015-07-07, 2014-11-29, 2014-12-17,1.0,,,0,1,0,,0,,1,,0,0,1,0
248,adderall,2014-01-09,2015-07-07, 2014-06-09, 2014-08-15,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
249,afghanapothecary,2014-01-01,2015-02-16,,,,,,0,0,0,,0,,0,,0,0,0,1
250,cyberzen,2014-02-15,2015-07-07, 2014-09-13, 2015-03-01,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
251,bestlegalz,2014-05-03,2015-05-06,,,,,,0,0,0,,0,,0,,0,0,0,1
252,cannaking,2014-11-10,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
253,al-ladin,2014-07-21,2015-04-14,,,,,,0,0,0,,0,,0,,0,0,0,1
254,peaceandpot,2014-01-01,2015-07-07, 2014-11-18, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
255,flyingkangaroo,2014-06-01,2015-07-07, 2014-09-03, 2015-03-24,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
256,someonewhoisme,2014-11-10,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
257,owlcity,2014-12-26,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
258,sensismoke,2015-06-12,2015-06-26,,,,,,0,0,0,,0,,0,,0,0,0,1
259,puffinbilly,2014-11-15,2015-07-07, 2014-11-14, 2015-01-09,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
260,canucksales,2014-11-08,2015-01-16,,,,,,0,0,0,,0,,0,,0,0,0,1
261,weedee_gonzales,2014-11-08,2015-01-23,,,,,,0,0,0,,0,,0,,0,0,0,1
262,coinmart,2014-11-16,2015-01-18,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
263,bonnienclyde,2014-09-26,2015-07-07, 2014-11-07, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
264,my_private_garden,2014-05-16,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
265,strainhunters,2014-07-18,2015-04-03, 2014-12-30, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
266,californiagreencross,2014-04-25,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
267,smoothcriminalnl,2014-02-23,2015-07-07, 2014-06-09, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
268,ozexpress,2014-03-03,2015-07-07, 2014-06-21, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
269,properpacks,2014-02-02,2015-05-13,,,,,,0,0,0,,0,,0,,0,0,0,1
270,duck4192,2014-11-11,2015-03-10,,,,,,0,0,0,,0,,0,,0,0,0,1
271,skiffle,2014-04-26,2015-07-07, 2014-06-09, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
272,joeybagadonuts,2014-01-16,2015-07-07, 2014-11-22, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
273,bruceleetree,2014-11-15,2015-02-05,,,,,,0,0,0,,0,,0,,0,0,0,1
274,simply-l,2014-11-07,2015-01-21, 2014-11-07, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
275,igi123,2014-09-05,2015-07-07, 2014-09-20, 2014-10-11,1.0,,,0,1,0,,0,,1,,0,0,1,0
276,cobra_swe,2014-05-03,2015-06-15,,,,,,0,0,0,,0,,0,,0,0,0,1
277,pimpdaddydelux,2014-10-17,2015-02-17,,,,,,0,0,0,,0,,0,,0,0,0,1
278,expressman,2014-05-24,2015-04-03, 2015-02-21, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
279,tr4derjo3,2014-01-01,2015-06-13, 2014-06-11-2, 2015-01-09,1.0,1.0,1.0,1,1,1,1.0,1,1.0,1,1.0,1,0,1,0
280,drdankbud,2014-04-06,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
281,the_xodna,2014-11-19,2015-05-13,,,,,,0,0,0,,0,,0,,0,0,0,1
282,goodmedsdk,2014-06-01,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
283,daz_alley,2015-01-06,2015-07-07, 2015-01-03, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
284,mrmaserati,2015-03-27,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
285,drammenviking,2015-06-28,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
286,sambalam8,2014-04-06,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
287,heisenberg-meds,2014-01-01,2015-07-07, 2014-09-28, 2015-03-24,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
288,californiadreams,2014-02-23,2015-07-07, 2014-06-09, 2014-07-28,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
289,cocaleiro,2014-07-18,2015-07-07,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
290,rage66666,2014-07-26,2015-07-07, 2014-11-27, 2015-01-09,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
291,tusthak78,2014-01-26,2015-02-09, 2014-06-09, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
292,oregontrail,2014-11-22,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
293,keithlemon,2014-04-06,2015-01-21, 2014-06-11-2, 2015-01-09,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
294,shopagent,2014-04-06,2015-07-07, 2014-06-09, 2015-01-09,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
295,druglord,2014-11-06,2015-02-19,,,,,,0,0,0,,0,,0,,0,0,0,1
296,madball,2014-05-24,2015-02-11,,,,,,0,0,0,,0,,0,,0,0,0,1
297,shaws,2014-08-20,2015-01-21,,,,,,0,0,0,,0,,0,,0,0,0,1
298,bestweedyo,2014-10-25,2015-02-21,,,,,,0,0,0,,0,,0,,0,0,0,1
299,weedybusnis,2014-07-18,2015-02-19, 2014-08-14, 2015-01-09,1.0,1.0,,1,1,1,,1,,1,,1,0,1,0
300,budman,2014-11-06,2015-04-20, 2014-06-25, 2015-02-24,1.0,,,0,1,1,,1,,1,,0,0,1,0
301,littletreesconfections,2014-11-11,2014-12-26,,,,,,0,0,0,,0,,0,,0,0,0,1
302,insidethewhale,2014-04-06,2015-07-07, 2014-07-02, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
303,doctoralice,2015-05-31,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
304,halaburton,2014-05-24,2015-06-20,,,,,,0,0,0,,0,,0,,0,0,0,1
305,northwestharvest,2015-05-31,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
306,steroidlab,2015-05-16,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
307,ferrariblack1,2014-02-02,2015-07-07,,,,,,0,1,0,,0,,1,,0,0,1,0
308,firstclassfix,2014-09-29,2015-01-26, 2014-11-30, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
309,fast_lane,2014-01-01,2015-07-01,,,,,,1,1,0,,1,,1,,0,0,1,0
310,trinitario,2014-02-02,2014-11-19, 2014-06-09, 2015-01-09,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
311,mann-drog,2014-09-15,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
312,minideal,2014-02-23,2015-07-07, 2014-06-22, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
313,peterlustig,2014-02-23,2014-12-15,,,,,,0,0,0,,0,,0,,0,0,0,1
314,petch,2014-04-06,2015-07-07,,,,,,0,1,0,,0,,1,,0,0,1,0
315,theblossom,2014-02-28,2015-07-07, 2014-06-09, 2015-03-26,1.0,1.0,1.0,1,1,1,1.0,1,1.0,1,1.0,1,0,1,0
316,freshpharmausa,2014-11-07,2015-06-13,,,,,,0,0,0,,0,,0,,0,0,0,1
317,humboldtfarms,2014-08-30,2015-07-07, 2014-08-29, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
318,onyx64,2014-04-24,2015-07-07, 2014-07-24, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
319,rambe,2014-04-26,2015-07-07, 2014-06-09, 2014-11-23,1.0,,,0,1,0,,0,,1,,0,0,1,0
320,satire,2014-07-18,2015-03-13, 2014-12-13, 2015-01-09,1.0,1.0,1.0,1,1,1,1.0,1,1.0,1,1.0,1,0,1,0
321,worldwideweed,2014-05-24,2015-02-16, 2014-11-05, 2014-11-18,1.0,,,0,1,0,,0,,1,,0,0,1,0
322,lucid_gentleman,2014-02-02,2015-07-01, 2014-11-10, 2015-01-09,1.0,,,1,1,0,,1,,1,,0,0,1,0
323,honestcocaine,2014-07-18,2015-07-07, 2014-07-06, 2015-03-24,1.0,1.0,1.0,1,1,1,1.0,1,1.0,1,1.0,1,0,1,0
324,hiddenhands,2014-11-10,2015-07-07, 2014-11-29, 2015-03-16,1.0,,,0,1,0,,0,,1,,0,0,1,0
325,fent4you,2014-11-10,2015-07-07, 2014-11-12, 2015-03-24,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
326,medsforyou,2014-11-07,2015-07-07, 2014-11-29, 2015-01-09,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
327,tessellatedmdma,2014-11-19,2015-07-07,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
328,littlegoblin,2014-05-31,2015-05-15, 2014-06-16, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
329,lexq,2014-02-23,2014-10-31,,,,1.0,1.0,1,0,1,,1,,1,,0,1,0,0
330,blackbazar,2014-01-16,2014-11-13, 2014-06-09, 2015-03-24,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
331,onelove321,2014-04-06,2015-01-08, 2014-09-10, 2014-12-23,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
332,advancedgrowthlabs,2014-04-06,2015-04-02,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
333,theprofessionals,2014-11-11,2015-04-22, 2014-11-26, 2015-01-09,1.0,1.0,1.0,1,1,1,1.0,1,1.0,1,1.0,1,0,1,0
334,technohippy,2014-03-18,2015-07-07, 2014-08-20, 2015-01-09,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
335,mindcrasher,2014-04-06,2014-11-25,,,,,,0,0,0,,0,,0,,0,0,0,1
336,dmtelf,2014-10-06,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
337,praetorian,2014-01-26,2015-06-30,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
338,hongos,2014-02-24,2015-04-13,,,,,,0,0,0,,0,,0,,0,0,0,1
339,cashtrade,2014-10-06,2015-07-07, 2014-06-09, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
340,the_afgan_man,2014-10-17,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
341,mrme171,2014-06-19,2015-03-07,,,,,,0,0,0,,0,,0,,0,0,0,1
342,lionwaretradingco,2014-03-18,2015-02-28,,,,,,0,0,0,,0,,0,,0,0,0,1
343,moodymayhem,2014-02-02,2015-06-07,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
344,coasttocoast,2014-01-01,2015-07-07, 2014-06-09, 2015-03-24,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
345,justsmuggledn!,2014-04-06,2015-07-07,,,,,,0,1,0,,0,,1,,0,0,1,0
346,rebel_alliance,2014-02-23,2015-07-07,,,,,,1,1,0,,1,,1,,0,0,1,0
347,speedyyy,2015-02-01,2015-03-22,,,,,,0,0,0,,0,,0,,0,0,0,1
348,nwroots,2015-02-02,2015-04-13,,,,,,0,0,0,,0,,0,,0,0,0,1
349,mpower,2014-09-22,2014-11-27, 2014-11-08, 2014-12-17,1.0,,,0,1,0,,0,,1,,0,0,1,0
350,mikesilk,2014-10-17,2014-11-25,,,,,,0,0,0,,0,,0,,0,0,0,1
351,dutchforce,2014-12-15,2015-07-07, 2014-11-29, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
352,mendosa,2014-04-06,2015-06-30, 2014-08-05, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
353,warehousedirect,2014-05-24,2015-07-07, 2014-10-29, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
354,revenantchild,2014-09-22,2015-07-07, 2014-11-26, 2014-12-31,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
355,gandalf,2014-04-21,2014-12-30,,,,,,0,0,0,,0,,0,,0,0,0,1
356,iceage,2014-02-23,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
357,karmasyndicate,2014-10-17,2015-07-07, 2014-10-15, 2015-01-09,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
358,themoneyteam777,2014-08-03,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
359,codenamefuture,2014-04-06,2015-05-21, 2014-07-14, 2015-03-24,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
360,donaldo,2014-01-01,2015-06-13,,,,,,0,0,0,,0,,0,,0,0,0,1
361,sunshines,2014-02-23,2015-07-07,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
362,cozmikdub,2014-12-15,2015-02-26,,,,,,0,0,0,,0,,0,,0,0,0,1
363,mikeandike,2014-11-25,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
364,farmacy41,2014-02-18,2015-05-06,,,,,1.0,0,0,1,,0,,1,,0,1,0,0
365,evodeal,2014-12-03,2015-03-15, 2014-08-14, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
366,meerkovo,2014-02-23,2015-07-07, 2014-12-03, 2015-01-09,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
367,realrx,2014-04-06,2015-07-07, 2014-06-09, 2015-01-09,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
368,lowlands,2014-03-03,2014-12-23,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
369,mruksbest,2014-06-19,2015-07-07, 2014-07-08, 2014-07-12,1.0,,,0,1,0,,0,,1,,0,0,1,0
370,littlefrenchies,2014-09-26,2015-07-07, 2014-12-06, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
371,thetoyouteam,2014-11-13,2015-07-07, 2014-07-18, 2015-01-09,1.0,1.0,1.0,1,1,1,1.0,1,1.0,1,1.0,1,0,1,0
372,vendorcare,2014-12-17,2014-12-26, 2014-11-26, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
373,460braiseit,2015-01-01,2015-03-05,,,,,,0,1,0,,0,,1,,0,0,1,0
374,multiexciter,2014-02-02,2015-07-07, 2014-11-26, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
375,matron,2014-02-24,2015-07-07,,,,,1.0,0,0,1,,0,,1,,0,1,0,0
376,topdelivery,2014-12-20,2015-06-04,,,,,,0,0,0,,0,,0,,0,0,0,1
377,maryandmolly,2014-11-18,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
378,certifiedwiseguyz,2014-02-05,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
379,claritybreeze,2014-08-14,2014-12-03,,,,,,0,0,0,,0,,0,,0,0,0,1
380,qp-master,2014-08-14,2014-11-22, 2014-09-17, 2014-12-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
381,agorasmora,2014-11-13,2014-11-24,,,,,,0,0,0,,0,,0,,0,0,0,1
382,crackbak,2014-11-01,2015-01-06,,,,,1.0,0,0,1,,0,,1,,0,1,0,0
383,m.o.d.inc,2014-04-06,2015-02-21,,,,,,0,0,0,,0,,0,,0,0,0,1
384,weedgirls,2014-02-23,2014-12-17,,,,,,1,1,1,,1,,1,,1,0,1,0
385,london-underground,2014-11-07,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
386,brucexlee1,2014-11-07,2014-11-25,,,,,,0,0,0,,0,,0,,0,0,0,1
387,saltnpepper,2014-01-01,2015-05-21, 2014-06-24, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
388,fpuk,2014-04-26,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
389,budworx,2014-01-26,2014-11-03,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
390,addyshack,2014-01-01,2015-07-07, 2014-08-03, 2014-08-20,1.0,,,0,1,0,,0,,1,,0,0,1,0
391,ididntdoit,2014-07-18,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
392,swepost,2014-02-23,2015-06-28, 2014-12-19, 2015-03-26,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
393,school_supplies,2014-10-25,2015-03-22,,,,,,0,0,0,,0,,0,,0,0,0,1
394,bubblehash,2014-01-01,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
395,creator1988,2014-04-06,2015-04-14,,,,,,0,0,0,,0,,0,,0,0,0,1
396,mollyjohnson,2014-02-18,2015-07-07, 2014-06-09, 2014-09-17,1.0,,,0,1,0,,0,,1,,0,0,1,0
397,lifecare,2014-06-03,2015-07-07, 2014-11-01, 2014-12-19,1.0,,,0,1,0,,0,,1,,0,0,1,0
398,mountainfreshdoobs,2014-11-06,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
399,bosstweed,2014-02-23,2015-02-19, 2014-06-09, 2015-03-04,1.0,,,0,1,0,,0,,1,,0,0,1,0
400,chang,2014-10-31,2015-01-02,,,,,,0,1,0,,0,,1,,0,0,1,0
401,pureheaven-agora,2014-10-17,2014-12-28,,,,,,0,0,0,,0,,0,,0,0,0,1
402,hollandonline,2014-02-23,2014-12-23, 2014-06-09, 2015-03-24,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
403,delicatessen_store,2014-07-18,2015-03-13,,,,,,0,0,0,,0,,0,,0,0,0,1
404,fastandsafe1234,2014-04-26,2015-07-07, 2014-09-12, 2015-03-26,1.0,1.0,1.0,1,1,1,1.0,1,1.0,1,1.0,1,0,1,0
405,tinacmarks,2014-12-03,2015-07-07, 2014-10-10, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
406,medsguru,2014-10-04,2015-07-07, 2014-11-27, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
407,rednight,2014-02-10,2015-07-07, 2014-10-31, 2014-12-21,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
408,soldier,2014-07-18,2015-04-03, 2014-06-28, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
409,mcdrugs,2014-09-20,2015-04-20, 2014-09-22, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
410,mrgreeen,2014-04-24,2014-12-17,,,,,,0,0,0,,0,,0,,0,0,0,1
411,torchem,2014-02-18,2015-05-17,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
412,carmexican,2014-08-27,2015-05-15,,,,,,0,0,0,,0,,0,,0,0,0,1
413,alex-sosa,2014-04-06,2014-12-23,,,,,,0,0,0,,0,,0,,0,0,0,1
414,crispywafer,2014-10-06,2015-06-20,,,,,,0,0,0,,0,,0,,0,0,0,1
415,doctorzoidberg,2014-05-24,2015-06-30, 2014-10-10, 2015-03-24,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
416,asianvixene,2014-05-31,2015-04-20,,,,,,1,0,0,,0,,1,,0,1,0,0
417,quantik,2014-03-18,2015-07-07, 2014-07-07, 2015-01-09,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
418,tomorrowman,2014-01-01,2014-12-26, 2014-06-09, 2015-01-09,1.0,1.0,1.0,1,1,1,1.0,1,1.0,1,1.0,1,0,1,0
419,unelinel,2014-12-06,2014-12-23,,,,,,0,0,0,,0,,0,,0,0,0,1
420,doctordollar,2014-09-15,2015-03-13, 2014-10-29, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
421,richdadpoordad,2014-02-23,2015-06-20,,,,,,0,0,0,,0,,0,,0,0,0,1
422,thesecretsociety,2014-07-21,2015-07-07, 2014-08-25, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
423,rhizo,2014-11-06,2014-12-21,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
424,drdouglas,2015-01-09,2015-07-07, 2014-11-14, 2015-03-24,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
425,diondibra,2015-01-15,2015-07-07,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
426,warrior,2014-08-27,2015-03-13,,,,,,0,0,0,,0,,0,,0,0,0,1
427,sexywax,2014-01-01,2015-05-10,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
428,cannabisrailroad,2014-10-25,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
429,recoil,2014-08-27,2015-06-12,,,,,,0,0,0,,0,,0,,0,0,0,1
430,prostudioetlabore,2014-03-03,2015-07-01,,,,,,0,0,0,,0,,0,,0,0,0,1
431,livinglarge,2014-01-26,2015-07-07, 2014-08-26, 2015-03-26,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
432,everythingonit,2014-05-03,2014-11-24,,,,,,0,0,0,,0,,0,,0,0,0,1
433,maligan,2014-02-18,2015-07-07, 2014-11-11, 2015-01-09,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
434,growerlove,2014-08-30,2014-12-21,,,,,,0,0,0,,0,,0,,0,0,0,1
435,nw.direct,2014-04-06,2015-03-16,,,,,,0,0,0,,0,,0,,0,0,0,1
436,nw-nugz,2014-04-26,2015-07-07, 2014-06-09, 2015-01-09,1.0,,,1,1,0,,1,,1,,0,0,1,0
437,contingency,2014-02-18,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
438,stiffstyles,2014-03-06,2015-06-30,,,,,,0,0,0,,0,,0,,0,0,0,1
439,frosties2014,2014-07-18,2015-04-27, 2014-08-20, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
440,ukpillz,2014-06-19,2014-08-14,,,,,,0,0,0,,0,,0,,0,0,0,1
441,sleepyvtg,2014-06-16,2014-10-09,,,,,,0,0,0,,0,,0,,0,0,0,1
442,bc_source,2014-08-14,2014-11-01,,,,,1.0,0,0,1,,0,,1,,0,1,0,0
443,honestherb,2014-08-03,2015-07-07, 2014-12-04, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
444,dr_mephistopheles,2014-01-26,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
445,dionysuslabs,2014-03-18,2014-10-09, 2014-06-09, 2014-07-05,1.0,,,0,1,0,,0,,1,,0,0,1,0
446,smart666tiger,2014-02-23,2015-07-07, 2014-06-09, 2015-03-26,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
447,the_ncz_store,2014-12-12,2015-04-22,,,,,,0,0,0,,0,,0,,0,0,0,1
448,marleysmainman,2014-12-17,2015-05-10,,,,,,0,0,0,,0,,0,,0,0,0,1
449,emeraldgeminiagora,2014-10-17,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
450,zunidog,2014-02-18,2015-07-07,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
451,goingpostal,2014-01-01,2015-07-07, 2014-06-09, 2015-03-26,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
452,sniffpodsr,2014-11-13,2015-07-07, 2014-12-13, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
453,mr.scorpion,2014-06-03,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
454,erkran,2014-11-10,2015-06-20, 2014-11-14, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
455,darkparadise,2014-07-18,2015-05-13,,,,,,0,0,0,,0,,0,,0,0,0,1
456,meds2buy,2014-07-05,2015-07-07, 2014-06-20, 2015-01-09,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
457,collapses,2014-02-23,2015-02-24,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
458,rechardsport,2015-01-29,2015-07-07, 2015-03-26, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
459,study_buddy1,2015-03-27,2015-06-20, 2014-07-26, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
460,sandoz1943,2014-01-01,2015-05-17,,,,,,0,0,0,,0,,0,,0,0,0,1
461,threekings,2014-02-18,2015-07-07, 2014-07-02, 2015-03-26,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
462,qualityweed,2014-03-03,2015-07-07, 2014-07-22, 2015-01-09,1.0,,,0,1,1,,1,,1,,0,0,1,0
463,dopeman,2014-04-06,2014-10-06,,,,,,0,0,0,,0,,0,,0,0,0,1
464,boosie5150,2014-04-24,2015-01-06, 2014-11-16, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
465,psychnorway,2015-03-25,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
466,starburstcandy,2015-02-19,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
467,theroadlesstoxic,2014-12-06,2015-07-01, 2014-12-05, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
468,knackersbags88,2014-07-18,2014-10-09,,,,,,0,0,0,,0,,0,,0,0,0,1
469,steroid-depot,2014-02-23,2015-05-21,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
470,utopia,2014-02-23,2015-07-07, 2014-06-09, 2015-01-09,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
471,chiquita,2014-02-23,2014-11-03,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
472,westlovepower,2014-05-31,2014-09-05,,,,,,0,0,0,,0,,0,,0,0,0,1
473,dmvnationsupply,2015-02-28,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
474,weroll,2014-01-26,2015-07-07, 2014-06-09, 2015-01-09,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
475,cocktails,2014-11-21,2015-04-30, 2014-11-21, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
476,warlord3000,2014-10-12,2015-02-16,,,,,,0,1,0,,0,,1,,0,0,1,0
477,fakemarket,2014-01-01,2015-02-09, 2014-06-09, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
478,happyhippy2.0,2014-03-03,2015-06-30,,,,,,0,0,0,,0,,0,,0,0,0,1
479,richard_kuklinski,2014-07-18,2015-06-20,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
480,soba,2015-04-03,2015-07-07,,,,,,0,1,1,,1,,1,,0,0,1,0
481,dopa,2014-01-01,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
482,organismen,2014-11-11,2015-02-05, 2014-11-26, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
483,aussiegear,2014-02-24,2015-07-07, 2014-11-08, 2015-03-24,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
484,dipsy,2014-01-09,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
485,hollands-best,2014-05-24,2015-03-13,,,,,,0,0,0,,0,,0,,0,0,0,1
